Symbol,Uniprot,PDB-ID
PIK3R1,P27986,5SWP
PIK3R1,P27986,5SWR
PIK3R1,P27986,5SWT
PIK3R1,P27986,5SX8
PIK3R1,P27986,5SX9
PIK3R1,P27986,5SXA
PIK3R1,P27986,5SXB
PIK3R1,P27986,5SXC
PIK3R1,P27986,5SXD
PIK3R1,P27986,5SXE
PIK3R1,P27986,5SXF
PIK3R1,P27986,5SXI
PIK3R1,P27986,5SXJ
PIK3R1,P27986,5SXK
PIK3R1,P27986,5UBT
PIK3R1,P27986,5UK8
PIK3R1,P27986,5UKJ
PIK3R1,P27986,5UL1
PIK3R1,P27986,5VLR
PIK3R1,P27986,5XGH
PIK3R1,P27986,5XGI
PIK3R1,P27986,5XGJ
PIK3R1,P27986,6NCT
PIK3R1,P27986,6PYR
PIK3R1,P27986,6PYU
PIK3R1,P27986,7CIO
PIK3R1,P27986,7LM2
PIK3R1,P27986,7LQ1
PIK3R1,P27986,7MYN
PIK3R1,P27986,7MYO
PIK3R1,P27986,7PG5
PIK3R1,P27986,7PG6
PIK3R1,P27986,7RNS
PIK3R1,P27986,7TZ7
PIK3R1,P27986,8AM0
PIK3R1,P27986,8DCP
PIK3R1,P27986,8DCX
PIK3R1,P27986,8DD4
PIK3R1,P27986,8DD8
PIK3R1,P27986,8GUB
PIK3R1,P27986,8H36
PIK3R1,P27986,8H37
PIK3R1,P27986,8ILR
PIK3R1,P27986,8ILS
PIK3R1,P27986,8ILV
PIK3R1,P27986,8SBC
PIK3R1,P27986,8SBJ
PIK3R1,P27986,8TDU
PIK3R1,P27986,8TGD
PIK3R1,P27986,8TS7
PIK3R1,P27986,8TS8
PIK3R1,P27986,8TS9
PIK3R1,P27986,8TSA
PIK3R1,P27986,8TSB
PIK3R1,P27986,8TSC
PIK3R1,P27986,8TSD
PIK3R1,P27986,8TU6
PIK3R1,P27986,8V8H
PIK3R1,P27986,8V8I
PIK3R1,P27986,8V8J
PIK3R1,P27986,8V8U
PIK3R1,P27986,8V8V
PIK3R1,P27986,8W9A
PIK3R1,P27986,8W9B
TNNT2,P45379,1J1D
TNNT2,P45379,1J1E
TNNT2,P45379,4Y99
TNNT2,P45379,6KN7
TNNT2,P45379,6KN8
TNNT2,P45379,7UTI
TNNT2,P45379,7UTL
TNNT2,P45379,8FMM
TNNT2,P45379,8FMN
TNNT2,P45379,8FMO
TNNT2,P45379,8FMP
TNNT2,P45379,8FMQ
TNNT2,P45379,8FMR
TNNT2,P45379,8FMS
TNNT2,P45379,8FMT
HGF,P14210,1BHT
HGF,P14210,1GMN
HGF,P14210,1GMO
HGF,P14210,1GP9
HGF,P14210,1NK1
HGF,P14210,1SHY
HGF,P14210,1SI5
HGF,P14210,2HGF
HGF,P14210,2QJ2
HGF,P14210,3HMS
HGF,P14210,3HMT
HGF,P14210,3HN4
HGF,P14210,3MKP
HGF,P14210,3SP8
HGF,P14210,4D3C
HGF,P14210,4K3J
HGF,P14210,4O3T
HGF,P14210,4O3U
HGF,P14210,5COE
HGF,P14210,5CP9
HGF,P14210,5CS1
HGF,P14210,5CS3
HGF,P14210,5CS5
HGF,P14210,5CS9
HGF,P14210,5CSQ
HGF,P14210,5CT1
HGF,P14210,5CT2
HGF,P14210,5CT3
HGF,P14210,7MO7
HGF,P14210,7MO8
HGF,P14210,7MO9
HGF,P14210,7MOA
HGF,P14210,7MOB
HGF,P14210,7OCL
HGF,P14210,7OCM
TP53,P04637,1A1U
TP53,P04637,1AIE
TP53,P04637,1C26
TP53,P04637,1DT7
TP53,P04637,1GZH
TP53,P04637,1H26
TP53,P04637,1HS5
TP53,P04637,1JSP
TP53,P04637,1KZY
TP53,P04637,1MA3
TP53,P04637,1OLG
TP53,P04637,1OLH
TP53,P04637,1PES
TP53,P04637,1PET
TP53,P04637,1SAE
TP53,P04637,1SAF
TP53,P04637,1SAK
TP53,P04637,1SAL
TP53,P04637,1TSR
TP53,P04637,1TUP
TP53,P04637,1UOL
TP53,P04637,1XQH
TP53,P04637,1YC5
TP53,P04637,1YCQ
TP53,P04637,1YCR
TP53,P04637,1YCS
TP53,P04637,2AC0
TP53,P04637,2ADY
TP53,P04637,2AHI
TP53,P04637,2ATA
TP53,P04637,2B3G
TP53,P04637,2BIM
TP53,P04637,2BIN
TP53,P04637,2BIO
TP53,P04637,2BIP
TP53,P04637,2BIQ
TP53,P04637,2F1X
TP53,P04637,2FEJ
TP53,P04637,2FOJ
TP53,P04637,2FOO
TP53,P04637,2GS0
TP53,P04637,2H1L
TP53,P04637,2H2D
TP53,P04637,2H2F
TP53,P04637,2H4F
TP53,P04637,2H4H
TP53,P04637,2H4J
TP53,P04637,2H59
TP53,P04637,2J0Z
TP53,P04637,2J10
TP53,P04637,2J11
TP53,P04637,2J1W
TP53,P04637,2J1X
TP53,P04637,2J1Y
TP53,P04637,2J1Z
TP53,P04637,2J20
TP53,P04637,2J21
TP53,P04637,2K8F
TP53,P04637,2L14
TP53,P04637,2LY4
TP53,P04637,2MEJ
TP53,P04637,2MWO
TP53,P04637,2MWP
TP53,P04637,2MWY
TP53,P04637,2MZD
TP53,P04637,2OCJ
TP53,P04637,2PCX
TP53,P04637,2RUK
TP53,P04637,2VUK
TP53,P04637,2WGX
TP53,P04637,2X0U
TP53,P04637,2X0V
TP53,P04637,2X0W
TP53,P04637,2XWR
TP53,P04637,2YBG
TP53,P04637,2YDR
TP53,P04637,2Z5S
TP53,P04637,2Z5T
TP53,P04637,3D05
TP53,P04637,3D06
TP53,P04637,3D07
TP53,P04637,3D08
TP53,P04637,3D09
TP53,P04637,3D0A
TP53,P04637,3DAB
TP53,P04637,3DAC
TP53,P04637,3IGK
TP53,P04637,3IGL
TP53,P04637,3KMD
TP53,P04637,3KZ8
TP53,P04637,3LW1
TP53,P04637,3OQ5
TP53,P04637,3PDH
TP53,P04637,3Q01
TP53,P04637,3Q05
TP53,P04637,3Q06
TP53,P04637,3SAK
TP53,P04637,3TG5
TP53,P04637,3TS8
TP53,P04637,3ZME
TP53,P04637,4AGL
TP53,P04637,4AGM
TP53,P04637,4AGN
TP53,P04637,4AGO
TP53,P04637,4AGP
TP53,P04637,4AGQ
TP53,P04637,4BUZ
TP53,P04637,4BV2
TP53,P04637,4HFZ
TP53,P04637,4HJE
TP53,P04637,4IBQ
TP53,P04637,4IBS
TP53,P04637,4IBT
TP53,P04637,4IBU
TP53,P04637,4IBV
TP53,P04637,4IBW
TP53,P04637,4IBY
TP53,P04637,4IBZ
TP53,P04637,4IJT
TP53,P04637,4KVP
TP53,P04637,4LO9
TP53,P04637,4LOE
TP53,P04637,4LOF
TP53,P04637,4MZI
TP53,P04637,4MZR
TP53,P04637,4QO1
TP53,P04637,4RP6
TP53,P04637,4RP7
TP53,P04637,4X34
TP53,P04637,4XR8
TP53,P04637,4ZZJ
TP53,P04637,5A7B
TP53,P04637,5AB9
TP53,P04637,5ABA
TP53,P04637,5AOI
TP53,P04637,5AOJ
TP53,P04637,5AOK
TP53,P04637,5AOL
TP53,P04637,5AOM
TP53,P04637,5BUA
TP53,P04637,5ECG
TP53,P04637,5G4M
TP53,P04637,5G4N
TP53,P04637,5G4O
TP53,P04637,5HOU
TP53,P04637,5HP0
TP53,P04637,5HPD
TP53,P04637,5LAP
TP53,P04637,5LGY
TP53,P04637,5MCT
TP53,P04637,5MCU
TP53,P04637,5MCV
TP53,P04637,5MCW
TP53,P04637,5MF7
TP53,P04637,5MG7
TP53,P04637,5MHC
TP53,P04637,5MOC
TP53,P04637,5O1A
TP53,P04637,5O1B
TP53,P04637,5O1C
TP53,P04637,5O1D
TP53,P04637,5O1E
TP53,P04637,5O1F
TP53,P04637,5O1G
TP53,P04637,5O1H
TP53,P04637,5O1I
TP53,P04637,5OL0
TP53,P04637,5UN8
TP53,P04637,5XZC
TP53,P04637,6FF9
TP53,P04637,6FJ5
TP53,P04637,6GGA
TP53,P04637,6GGB
TP53,P04637,6GGC
TP53,P04637,6GGD
TP53,P04637,6GGE
TP53,P04637,6GGF
TP53,P04637,6LHD
TP53,P04637,6R5L
TP53,P04637,6RJZ
TP53,P04637,6RK8
TP53,P04637,6RKI
TP53,P04637,6RKK
TP53,P04637,6RKM
TP53,P04637,6RL3
TP53,P04637,6RL4
TP53,P04637,6RL6
TP53,P04637,6RM5
TP53,P04637,6RM7
TP53,P04637,6RWH
TP53,P04637,6RWI
TP53,P04637,6RWS
TP53,P04637,6RWU
TP53,P04637,6RX2
TP53,P04637,6RZ3
TP53,P04637,6S39
TP53,P04637,6S3C
TP53,P04637,6S40
TP53,P04637,6S9Q
TP53,P04637,6SHZ
TP53,P04637,6SI0
TP53,P04637,6SI1
TP53,P04637,6SI2
TP53,P04637,6SI3
TP53,P04637,6SI4
TP53,P04637,6SIN
TP53,P04637,6SIO
TP53,P04637,6SIP
TP53,P04637,6SIQ
TP53,P04637,6SL6
TP53,P04637,6SLV
TP53,P04637,6T58
TP53,P04637,6V4F
TP53,P04637,6V4H
TP53,P04637,6VQO
TP53,P04637,6VR1
TP53,P04637,6VR5
TP53,P04637,6VRM
TP53,P04637,6VRN
TP53,P04637,6W51
TP53,P04637,6XRE
TP53,P04637,6ZNC
TP53,P04637,7B46
TP53,P04637,7B47
TP53,P04637,7B48
TP53,P04637,7B49
TP53,P04637,7B4A
TP53,P04637,7B4B
TP53,P04637,7B4C
TP53,P04637,7B4D
TP53,P04637,7B4E
TP53,P04637,7B4F
TP53,P04637,7B4G
TP53,P04637,7B4H
TP53,P04637,7B4N
TP53,P04637,7BWN
TP53,P04637,7DHY
TP53,P04637,7DHZ
TP53,P04637,7DVD
TP53,P04637,7EAX
TP53,P04637,7EDS
TP53,P04637,7EEU
TP53,P04637,7EL4
TP53,P04637,7NMI
TP53,P04637,7RM4
TP53,P04637,7V97
TP53,P04637,7XZX
TP53,P04637,7XZZ
TP53,P04637,7YGI
TP53,P04637,8A31
TP53,P04637,8A32
TP53,P04637,8A92
TP53,P04637,8CG7
TP53,P04637,8DC4
TP53,P04637,8DC6
TP53,P04637,8DC7
TP53,P04637,8DC8
TP53,P04637,8E7A
TP53,P04637,8E7B
TP53,P04637,8F2H
TP53,P04637,8F2I
TP53,P04637,8GCR
TP53,P04637,8HLL
TP53,P04637,8HLM
TP53,P04637,8HLN
TP53,P04637,8J8N
TP53,P04637,8OXM
TP53,P04637,8OXO
TP53,P04637,8QWK
TP53,P04637,8QWL
TP53,P04637,8QWM
TP53,P04637,8QWN
TP53,P04637,8QWO
TP53,P04637,8QWP
TP53,P04637,8R1F
TP53,P04637,8R1G
TP53,P04637,8UQR
TP53,P04637,8WD2
TP53,P04637,8XP5
TP53,P04637,9C5S
INS,P01308,1A7F
INS,P01308,1AI0
INS,P01308,1AIY
INS,P01308,1B9E
INS,P01308,1BEN
INS,P01308,1EFE
INS,P01308,1EV3
INS,P01308,1EV6
INS,P01308,1EVR
INS,P01308,1FU2
INS,P01308,1FUB
INS,P01308,1G7A
INS,P01308,1G7B
INS,P01308,1GUJ
INS,P01308,1HIQ
INS,P01308,1HIS
INS,P01308,1HIT
INS,P01308,1HLS
INS,P01308,1HTV
INS,P01308,1HUI
INS,P01308,1IOG
INS,P01308,1IOH
INS,P01308,1J73
INS,P01308,1JCA
INS,P01308,1JCO
INS,P01308,1JK8
INS,P01308,1K3M
INS,P01308,1KMF
INS,P01308,1LKQ
INS,P01308,1LPH
INS,P01308,1MHI
INS,P01308,1MHJ
INS,P01308,1MSO
INS,P01308,1OS3
INS,P01308,1OS4
INS,P01308,1Q4V
INS,P01308,1QIY
INS,P01308,1QIZ
INS,P01308,1QJ0
INS,P01308,1RWE
INS,P01308,1SF1
INS,P01308,1SJT
INS,P01308,1SJU
INS,P01308,1T0C
INS,P01308,1T1K
INS,P01308,1T1P
INS,P01308,1T1Q
INS,P01308,1TRZ
INS,P01308,1TYL
INS,P01308,1TYM
INS,P01308,1UZ9
INS,P01308,1VKT
INS,P01308,1W8P
INS,P01308,1XDA
INS,P01308,1XGL
INS,P01308,1XW7
INS,P01308,1ZEG
INS,P01308,1ZEH
INS,P01308,1ZNJ
INS,P01308,2AIY
INS,P01308,2C8Q
INS,P01308,2C8R
INS,P01308,2CEU
INS,P01308,2G54
INS,P01308,2G56
INS,P01308,2H67
INS,P01308,2HH4
INS,P01308,2HHO
INS,P01308,2HIU
INS,P01308,2JMN
INS,P01308,2JUM
INS,P01308,2JUU
INS,P01308,2JUV
INS,P01308,2JV1
INS,P01308,2JZQ
INS,P01308,2K91
INS,P01308,2K9R
INS,P01308,2KJJ
INS,P01308,2KJU
INS,P01308,2KQP
INS,P01308,2KQQ
INS,P01308,2KXK
INS,P01308,2L1Y
INS,P01308,2L1Z
INS,P01308,2LGB
INS,P01308,2LWZ
INS,P01308,2M1D
INS,P01308,2M1E
INS,P01308,2M2M
INS,P01308,2M2N
INS,P01308,2M2O
INS,P01308,2M2P
INS,P01308,2MLI
INS,P01308,2MPG
INS,P01308,2MPI
INS,P01308,2MVC
INS,P01308,2MVD
INS,P01308,2N2V
INS,P01308,2N2W
INS,P01308,2N2X
INS,P01308,2OLY
INS,P01308,2OLZ
INS,P01308,2OM0
INS,P01308,2OM1
INS,P01308,2OMG
INS,P01308,2OMH
INS,P01308,2OMI
INS,P01308,2OMQ
INS,P01308,2QIU
INS,P01308,2R34
INS,P01308,2R35
INS,P01308,2R36
INS,P01308,2RN5
INS,P01308,2VJZ
INS,P01308,2VK0
INS,P01308,2W44
INS,P01308,2WBY
INS,P01308,2WC0
INS,P01308,2WRU
INS,P01308,2WRV
INS,P01308,2WRW
INS,P01308,2WRX
INS,P01308,2WS0
INS,P01308,2WS1
INS,P01308,2WS4
INS,P01308,2WS6
INS,P01308,2WS7
INS,P01308,3AIY
INS,P01308,3BXQ
INS,P01308,3E7Y
INS,P01308,3E7Z
INS,P01308,3EXX
INS,P01308,3FQ9
INS,P01308,3HYD
INS,P01308,3I3Z
INS,P01308,3I40
INS,P01308,3ILG
INS,P01308,3INC
INS,P01308,3IR0
INS,P01308,3JSD
INS,P01308,3KQ6
INS,P01308,3P2X
INS,P01308,3P33
INS,P01308,3Q6E
INS,P01308,3ROV
INS,P01308,3TT8
INS,P01308,3U4N
INS,P01308,3UTQ
INS,P01308,3UTS
INS,P01308,3UTT
INS,P01308,3V19
INS,P01308,3V1G
INS,P01308,3W11
INS,P01308,3W12
INS,P01308,3W13
INS,P01308,3W7Y
INS,P01308,3W7Z
INS,P01308,3W80
INS,P01308,3ZI3
INS,P01308,3ZQR
INS,P01308,3ZS2
INS,P01308,3ZU1
INS,P01308,4AIY
INS,P01308,4AJX
INS,P01308,4AJZ
INS,P01308,4AK0
INS,P01308,4AKJ
INS,P01308,4CXL
INS,P01308,4CXN
INS,P01308,4CY7
INS,P01308,4EFX
INS,P01308,4EWW
INS,P01308,4EWX
INS,P01308,4EWZ
INS,P01308,4EX0
INS,P01308,4EX1
INS,P01308,4EXX
INS,P01308,4EY1
INS,P01308,4EY9
INS,P01308,4EYD
INS,P01308,4EYN
INS,P01308,4EYP
INS,P01308,4F0N
INS,P01308,4F0O
INS,P01308,4F1A
INS,P01308,4F1B
INS,P01308,4F1C
INS,P01308,4F1D
INS,P01308,4F1F
INS,P01308,4F1G
INS,P01308,4F4T
INS,P01308,4F4V
INS,P01308,4F51
INS,P01308,4F8F
INS,P01308,4FG3
INS,P01308,4FKA
INS,P01308,4GBC
INS,P01308,4GBI
INS,P01308,4GBK
INS,P01308,4GBL
INS,P01308,4GBN
INS,P01308,4IUZ
INS,P01308,4IYD
INS,P01308,4IYF
INS,P01308,4NIB
INS,P01308,4OGA
INS,P01308,4P65
INS,P01308,4RXW
INS,P01308,4UNE
INS,P01308,4UNG
INS,P01308,4UNH
INS,P01308,4WDI
INS,P01308,4XC4
INS,P01308,4Y19
INS,P01308,4Y1A
INS,P01308,4Z76
INS,P01308,4Z77
INS,P01308,4Z78
INS,P01308,5AIY
INS,P01308,5BOQ
INS,P01308,5BPO
INS,P01308,5BQQ
INS,P01308,5BTS
INS,P01308,5C0D
INS,P01308,5CJO
INS,P01308,5CNY
INS,P01308,5CO2
INS,P01308,5CO6
INS,P01308,5CO9
INS,P01308,5E7W
INS,P01308,5EMS
INS,P01308,5EN9
INS,P01308,5ENA
INS,P01308,5HPR
INS,P01308,5HPU
INS,P01308,5HQI
INS,P01308,5HRQ
INS,P01308,5HYJ
INS,P01308,5MAM
INS,P01308,5MHD
INS,P01308,5MT3
INS,P01308,5MT9
INS,P01308,5MWQ
INS,P01308,5T7R
INS,P01308,5UDP
INS,P01308,5UOZ
INS,P01308,5UQA
INS,P01308,5URT
INS,P01308,5URU
INS,P01308,5USP
INS,P01308,5USS
INS,P01308,5USV
INS,P01308,5UU2
INS,P01308,5UU3
INS,P01308,5UU4
INS,P01308,5VIZ
INS,P01308,5WBT
INS,P01308,5WDM
INS,P01308,5WOB
INS,P01308,6B3Q
INS,P01308,6B70
INS,P01308,6BFC
INS,P01308,6CE7
INS,P01308,6CE9
INS,P01308,6CEB
INS,P01308,6CK2
INS,P01308,6GNQ
INS,P01308,6GV0
INS,P01308,6H3M
INS,P01308,6HN5
INS,P01308,6JK8
INS,P01308,6JR3
INS,P01308,6K59
INS,P01308,6NWV
INS,P01308,6O17
INS,P01308,6P4Z
INS,P01308,6S34
INS,P01308,6S4I
INS,P01308,6S4J
INS,P01308,6SOF
INS,P01308,6TC2
INS,P01308,6TYH
INS,P01308,6U46
INS,P01308,6VEP
INS,P01308,6VER
INS,P01308,6VES
INS,P01308,6VET
INS,P01308,6X4X
INS,P01308,6Z7W
INS,P01308,6Z7Y
INS,P01308,7BW7
INS,P01308,7BW8
INS,P01308,7BWA
INS,P01308,7JP3
INS,P01308,7KD6
INS,P01308,7MD4
INS,P01308,7MD5
INS,P01308,7MQO
INS,P01308,7MQR
INS,P01308,7MQS
INS,P01308,7NHU
INS,P01308,7NMG
INS,P01308,7PG0
INS,P01308,7PG2
INS,P01308,7PG3
INS,P01308,7PG4
INS,P01308,7QAC
INS,P01308,7QGF
INS,P01308,7QID
INS,P01308,7RKD
INS,P01308,7RZE
INS,P01308,7RZF
INS,P01308,7RZI
INS,P01308,7S4Y
INS,P01308,7SL1
INS,P01308,7SL2
INS,P01308,7SL3
INS,P01308,7SL4
INS,P01308,7SL6
INS,P01308,7SL7
INS,P01308,7STH
INS,P01308,7STI
INS,P01308,7STJ
INS,P01308,7STK
INS,P01308,7U6E
INS,P01308,7V3P
INS,P01308,7YQ3
INS,P01308,7YQ4
INS,P01308,7YQ5
INS,P01308,7Z5L
INS,P01308,7Z5Q
INS,P01308,8EYX
INS,P01308,8EYY
INS,P01308,8EZ0
INS,P01308,8GSG
INS,P01308,8GUY
INS,P01308,8HGZ
INS,P01308,8HSF
INS,P01308,8HSK
INS,P01308,8IPZ
INS,P01308,8OKY
INS,P01308,8ONI
INS,P01308,8ONK
INS,P01308,8ONP
INS,P01308,8ONR
INS,P01308,8PI4
INS,P01308,8PI5
INS,P01308,8PI6
INS,P01308,8PJH
INS,P01308,8RRP
INS,P01308,8RVT
INS,P01308,8SBD
INS,P01308,8VCX
INS,P01308,8VDD
INS,P01308,8Z4B
GDF15,Q99988,5VT2
GDF15,Q99988,5VZ3
GDF15,Q99988,5VZ4
GDF15,Q99988,6Q2J
AKT1,P31749,1H10
AKT1,P31749,1UNP
AKT1,P31749,1UNQ
AKT1,P31749,1UNR
AKT1,P31749,2UVM
AKT1,P31749,2UZR
AKT1,P31749,2UZS
AKT1,P31749,3CQU
AKT1,P31749,3CQW
AKT1,P31749,3MV5
AKT1,P31749,3MVH
AKT1,P31749,3O96
AKT1,P31749,3OCB
AKT1,P31749,3OW4
AKT1,P31749,3QKK
AKT1,P31749,3QKL
AKT1,P31749,3QKM
AKT1,P31749,4EJN
AKT1,P31749,4EKK
AKT1,P31749,4EKL
AKT1,P31749,4GV1
AKT1,P31749,5KCV
AKT1,P31749,6BUU
AKT1,P31749,6CCY
AKT1,P31749,6HHF
AKT1,P31749,6HHG
AKT1,P31749,6HHH
AKT1,P31749,6HHI
AKT1,P31749,6HHJ
AKT1,P31749,6NPZ
AKT1,P31749,6S9W
AKT1,P31749,6S9X
AKT1,P31749,7APJ
AKT1,P31749,7MYX
AKT1,P31749,7NH4
AKT1,P31749,7NH5
AKT1,P31749,8JOW
AKT1,P31749,8UVY
AKT1,P31749,8UW2
AKT1,P31749,8UW7
AKT1,P31749,8UW9
EGFR,P00533,1IVO
EGFR,P00533,1M14
EGFR,P00533,1M17
EGFR,P00533,1MOX
EGFR,P00533,1NQL
EGFR,P00533,1XKK
EGFR,P00533,1YY9
EGFR,P00533,1Z9I
EGFR,P00533,2EB2
EGFR,P00533,2EB3
EGFR,P00533,2GS2
EGFR,P00533,2GS6
EGFR,P00533,2GS7
EGFR,P00533,2ITN
EGFR,P00533,2ITO
EGFR,P00533,2ITP
EGFR,P00533,2ITQ
EGFR,P00533,2ITT
EGFR,P00533,2ITU
EGFR,P00533,2ITV
EGFR,P00533,2ITW
EGFR,P00533,2ITX
EGFR,P00533,2ITY
EGFR,P00533,2ITZ
EGFR,P00533,2J5E
EGFR,P00533,2J5F
EGFR,P00533,2J6M
EGFR,P00533,2JIT
EGFR,P00533,2JIU
EGFR,P00533,2JIV
EGFR,P00533,2KS1
EGFR,P00533,2M0B
